STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,REPORTTPYE,HOURLYSKYCONDITIONS,HOURLYVISIBILITY,HOURLYPRSENTWEATHERTYPE,HOURLYDRYBULBTEMPF,HOURLYDRYBULBTEMPC,HOURLYWETBULBTEMPF,HOURLYWETBULBTEMPC,HOURLYDewPointTempF,HOURLYDewPointTempC,HOURLYRelativeHumidity,HOURLYWindSpeed,HOURLYWindDirection,HOURLYWindGustSpeed,HOURLYStationPressure,HOURLYPressureTendency,HOURLYPressureChange,HOURLYSeaLevelPressure,HOURLYPrecip,HOURLYAltimeterSetting,DAILYMaximumDryBulbTemp,DAILYMinimumDryBulbTemp,DAILYAverageDryBulbTemp,DAILYDeptFromNormalAverageTemp,DAILYAverageRelativeHumidity,DAILYAverageDewPointTemp,DAILYAverageWetBulbTemp,DAILYHeatingDegreeDays,DAILYCoolingDegreeDays,DAILYSunrise,DAILYSunset,DAILYWeather,DAILYPrecip,DAILYSnowfall,DAILYSnowDepth,DAILYAverageStationPressure,DAILYAverageSeaLevelPressure,DAILYAverageWindSpeed,DAILYPeakWindSpeed,PeakWindDirection,DAILYSustainedWindSpeed,DAILYSustainedWindDirection,MonthlyMaximumTemp,MonthlyMinimumTemp,MonthlyMeanTemp,MonthlyAverageRH,MonthlyDewpointTemp,MonthlyWetBulbTemp,MonthlyAvgHeatingDegreeDays,MonthlyAvgCoolingDegreeDays,MonthlyStationPressure,MonthlySeaLevelPressure,MonthlyAverageWindSpeed,MonthlyTotalSnowfall,MonthlyDeptFromNormalMaximumTemp,MonthlyDeptFromNormalMinimumTemp,MonthlyDeptFromNormalAverageTemp,MonthlyDeptFromNormalPrecip,MonthlyTotalLiquidPrecip,MonthlyGreatestPrecip,MonthlyGreatestPrecipDate,MonthlyGreatestSnowfall,MonthlyGreatestSnowfallDate,MonthlyGreatestSnowDepth,MonthlyGreatestSnowDepthDate,MonthlyDaysWithGT90Temp,MonthlyDaysWithLT32Temp,MonthlyDaysWithGT32Temp,MonthlyDaysWithLT0Temp,MonthlyDaysWithGT001Precip,MonthlyDaysWithGT010Precip,MonthlyDaysWithGT1Snow,MonthlyMaxSeaLevelPressureValue,MonthlyMaxSeaLevelPressureDate,MonthlyMaxSeaLevelPressureTime,MonthlyMinSeaLevelPressureValue,MonthlyMinSeaLevelPressureDate,MonthlyMinSeaLevelPressureTime,MonthlyTotalHeatingDegreeDays,MonthlyTotalCoolingDegreeDays,MonthlyDeptFromNormalHeatingDD,MonthlyDeptFromNormalCoolingDD,MonthlyTotalSeasonToDateHeatingDD,MonthlyTotalSeasonToDateCoolingDD
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,4/1/2014 0:51,FM-15,CLR:00,10,,41,5,35,1.6,25,-3.9,53,6,VRB,,29.95,1,,30.09,0,30.12,,,,,,,,,,540,1820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,4/1/2014 1:51,FM-15,CLR:00,10,,41,5,35,1.6,25,-3.9,53,9,10,,29.95,,,30.1,0,30.12,,,,,,,,,,540,1820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,4/1/2014 2:51,FM-15,CLR:00,10,,40,4.4,34,1.3,25,-3.9,55,9,VRB,,29.95,,,30.09,0,30.12,,,,,,,,,,540,1820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,4/1/2014 3:51,FM-15,CLR:00,10,,40,4.4,34,1.1,24,-4.4,53,8,VRB,16,29.94,8,,30.09,0,30.11,,,,,,,,,,540,1820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,4/1/2014 4:51,FM-15,CLR:00,10,,39,3.9,34,0.9,25,-3.9,57,3,VRB,,29.95,,,30.1,0,30.12,,,,,,,,,,540,1820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,4/1/2014 5:51,FM-15,CLR:00,10,,39,3.9,34,1,25,-3.9,57,7,VRB,,29.97,,,30.12,0,30.14,,,,,,,,,,540,1820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,4/1/2014 6:51,FM-15,CLR:00,10,,40,4.4,34,1.3,25,-3.9,55,3,VRB,,29.98,3,,30.13,0,30.15,,,,,,,,,,540,1820,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,4/1/2014 7:51,FM-15,CLR:00,10,,42,5.6,35,1.9,25,-3.9,51,5,VRB,,29.99,,,30.13,0,30.16,,,,,,,,,,540,1820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,4/1/2014 8:51,FM-15,CLR:00,10,,45,7.2,37,2.9,25,-3.9,46,7,VRB,,29.98,,,30.12,0,30.15,,,,,,,,,,540,1820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,4/1/2014 9:51,FM-15,CLR:00,10,,49,9.4,40,4.4,27,-2.8,43,6,VRB,,29.97,8,,30.12,0,30.14,,,,,,,,,,540,1820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,4/1/2014 10:51,FM-15,CLR:00,10,,50,10,40,4.7,27,-2.8,41,5,VRB,,29.95,,,30.1,0,30.12,,,,,,,,,,540,1820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,4/1/2014 11:51,FM-15,CLR:00,10,,53,11.7,42,5.6,27,-2.8,37,0,0,,29.93,,,30.07,0,30.1,,,,,,,,,,540,1820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,4/1/2014 12:51,FM-15,CLR:00,10,,55,12.8,43,6.3,28,-2.2,35,5,VRB,,29.9,8,,30.05,0,30.07,,,,,,,,,,540,1820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,4/1/2014 13:51,FM-15,CLR:00,10,,56,13.3,44,6.6,28,-2.2,34,5,250,,29.88,,,30.03,0,30.05,,,,,,,,,,540,1820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,4/1/2014 14:51,FM-15,CLR:00,10,,58,14.4,45,7.3,29,-1.7,33,5,270,,29.87,,,30.02,0,30.04,,,,,,,,,,540,1820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,4/1/2014 15:51,FM-15,CLR:00,10,,59,15,46,7.8,30,-1.1,33,0,0,,29.84,8,,29.99,0,30.01,,,,,,,,,,540,1820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,4/1/2014 16:51,FM-15,FEW:02 120,10,,58,14.4,46,7.7,31,-0.6,36,5,240,,29.85,,,30,0,30.02,,,,,,,,,,540,1820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,4/1/2014 17:51,FM-15,CLR:00,10,,52,11.1,43,5.8,30,-1.1,43,5,VRB,,29.86,,,30,0,30.03,,,,,,,,,,540,1820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,4/1/2014 18:51,FM-15,FEW:02 110,10,,50,10,41,5.3,30,-1.1,46,5,VRB,,29.89,3,,30.04,0,30.06,,,,,,,,,,540,1820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,4/1/2014 19:51,FM-15,FEW:02 110,10,,49,9.4,41,5,30,-1.1,48,5,170,,29.92,,,30.07,0,30.09,,,,,,,,,,538,1821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,4/1/2014 20:51,FM-15,CLR:00,10,,48,8.9,41,5.1,32,0,54,5,VRB,,29.91,,,30.06,0,30.08,,,,,,,,,,538,1821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,4/1/2014 21:51,FM-15,CLR:00,10,,46,7.8,40,4.3,31,-0.6,56,6,VRB,,29.93,1,,30.08,0,30.1,,,,,,,,,,538,1821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,4/1/2014 22:51,FM-15,CLR:00,10,,46,7.8,40,4.5,32,0,58,0,0,,29.92,,,30.07,0,30.09,,,,,,,,,,538,1821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,4/1/2014 23:51,FM-15,CLR:00,10,,45,7.2,39,4,31,-0.6,58,3,160,,29.92,,,30.07,0,30.09,60,39,50,2.2,,,,15,0,538,1821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,4/1/2014 23:59,SOD,,,,,,,,,,,,,,,,,,,,60,39,50,2.2,47,28,39,15,0,538,1821,,0,0,0,29.93,30.07,4.7,24,20,17,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,4/2/2014 0:51,FM-15,CLR:00,10,,44,6.7,39,3.9,32,0,63,5,160,,29.91,8,,30.06,0,30.08,,,,,,,,,,538,1821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,4/2/2014 1:51,FM-15,CLR:00,10,,44,6.7,39,4.1,33,0.6,65,0,0,,29.93,,,30.07,0,30.1,,,,,,,,,,538,1821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,4/2/2014 2:51,FM-15,CLR:00,10,,44,6.7,39,4.1,33,0.6,65,5,150,,29.92,,,30.07,0,30.09,,,,,,,,,,538,1821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,4/2/2014 3:51,FM-15,CLR:00,10,,43,6.1,39,4,34,1.1,71,5,VRB,,29.93,3,,30.08,0,30.1,,,,,,,,,,538,1821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,4/2/2014 4:51,FM-15,CLR:00,10,,42,5.6,39,3.9,35,1.7,76,0,0,,29.94,,,30.09,0,30.11,,,,,,,,,,538,1821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,4/2/2014 5:51,FM-15,FEW:02 12,9,,42,5.6,39,4.1,36,2.2,79,0,0,,29.93,,,30.08,0,30.1,,,,,,,,,,538,1821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,4/2/2014 6:51,FM-15,CLR:00,10,,45,7.2,41,5.2,37,2.8,74,0,0,,29.96,3,,30.11,0,30.13,,,,,,,,,,538,1821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,4/2/2014 7:51,FM-15,FEW:02 120,10,,46,7.8,42,5.5,37,2.8,71,0,0,,29.97,,,30.12,0,30.14,,,,,,,,,,538,1821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,4/2/2014 8:51,FM-15,BKN:07 110,10,,46,7.8,42,5.3,36,2.2,68,0,0,,29.99,,,30.14,0,30.16,,,,,,,,,,538,1821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,4/2/2014 9:51,FM-15,FEW:02 55 OVC:08 80,10,,48,8.9,43,5.9,36,2.2,63,5,VRB,,29.98,0,,30.12,0,30.15,,,,,,,,,,538,1821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,4/2/2014 10:51,FM-15,OVC:08 70,10,,48,8.9,43,5.9,36,2.2,63,3,280,,29.97,,,30.12,0,30.14,,,,,,,,,,538,1821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,4/2/2014 11:51,FM-15,OVC:08 90,10,,48,8.9,43,6.1,37,2.8,66,0,0,,29.95,,,30.1,0,30.12,,,,,,,,,,538,1821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,4/2/2014 12:51,FM-15,OVC:08 85,10,,51,10.6,45,7.2,38,3.3,61,0,0,,29.94,8,,30.09,0,30.11,,,,,,,,,,538,1821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,4/2/2014 13:51,FM-15,OVC:08 80,10,,50,10,46,7.6,41,5,71,5,170,,29.93,,,30.08,0,30.1,,,,,,,,,,538,1821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,4/2/2014 14:51,FM-15,SCT:04 85,10,,50,10,45,7.4,40,4.4,68,3,VRB,,29.91,,,30.06,0,30.08,,,,,,,,,,538,1821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,4/2/2014 15:51,FM-15,CLR:00,10,,53,11.7,47,8.2,40,4.4,61,0,0,,29.91,6,,30.06,0,30.08,,,,,,,,,,538,1821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,4/2/2014 16:51,FM-15,CLR:00,9,,53,11.7,46,8,39,3.9,59,3,VRB,,29.92,,,30.06,0,30.09,,,,,,,,,,538,1821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,4/2/2014 17:51,FM-15,CLR:00,8,,52,11.1,45,7.5,38,3.3,59,0,0,,29.92,,,30.07,0,30.09,,,,,,,,,,538,1821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,4/2/2014 18:51,FM-15,CLR:00,9,,51,10.6,46,7.7,40,4.4,66,0,0,,29.92,1,,30.07,0,30.09,,,,,,,,,,538,1821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,4/2/2014 19:51,FM-15,CLR:00,10,,52,11.1,47,8.2,41,5,66,3,240,,29.93,,,30.08,0,30.1,,,,,,,,,,537,1823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,4/2/2014 20:51,FM-15,CLR:00,10,,51,10.6,46,7.9,41,5,69,5,260,,29.93,,,30.07,0,30.1,,,,,,,,,,537,1823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,4/2/2014 21:51,FM-15,CLR:00,10,,51,10.6,47,8.2,42,5.6,71,0,0,,29.93,3,,30.08,0,30.1,,,,,,,,,,537,1823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,4/2/2014 22:51,FM-15,CLR:00,10,,51,10.6,47,8.2,42,5.6,71,0,0,,29.93,,,30.07,0,30.1,,,,,,,,,,537,1823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,4/2/2014 23:51,FM-15,CLR:00,10,,50,10,46,7.9,42,5.6,74,3,290,,29.93,,,30.08,0,30.1,54,42,48,-0.2,,,,17,0,537,1823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,4/2/2014 23:59,SOD,,,,,,,,,,,,,,,,,,,,54,42,48,-0.2,68,38,43,17,0,537,1823,,0,0,0,29.94,30.08,1.9,14,240,9,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,4/3/2014 0:51,FM-15,CLR:00,10,,50,10,46,7.9,42,5.6,74,0,0,,29.94,3,,30.09,0,30.11,,,,,,,,,,537,1823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,4/3/2014 1:51,FM-15,CLR:00,9,,49,9.4,45,7.3,41,5,74,5,50,,29.94,,,30.09,0,30.11,,,,,,,,,,537,1823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,4/3/2014 2:51,FM-15,CLR:00,10,,49,9.4,44,6.4,37,2.8,64,5,VRB,,29.93,,,30.08,0,30.1,,,,,,,,,,537,1823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,4/3/2014 3:51,FM-15,CLR:00,10,,48,8.9,43,6.1,37,2.8,66,0,0,,29.95,3,,30.09,0,30.12,,,,,,,,,,537,1823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,4/3/2014 4:51,FM-15,CLR:00,10,,48,8.9,41,5.3,33,0.6,56,7,20,,29.96,,,30.1,0,30.13,,,,,,,,,,537,1823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,4/3/2014 5:51,FM-15,CLR:00,10,,47,8.3,40,4.2,29,-1.7,50,6,VRB,,29.97,,,30.12,0,30.14,,,,,,,,,,537,1823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,4/3/2014 6:51,FM-15,CLR:00,10,,47,8.3,40,4.2,29,-1.7,50,6,VRB,,29.98,3,,30.13,0,30.15,,,,,,,,,,537,1823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,4/3/2014 7:51,FM-15,CLR:00,10,,48,8.9,39,4.1,27,-2.8,44,6,VRB,,29.99,,,30.14,0,30.16,,,,,,,,,,537,1823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,4/3/2014 8:51,FM-15,CLR:00,10,,49,9.4,40,4.4,27,-2.8,43,0,0,,29.99,,,30.14,0,30.16,,,,,,,,,,537,1823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,4/3/2014 9:51,FM-15,CLR:00,10,,53,11.7,42,5.6,27,-2.8,37,0,0,,29.98,8,,30.13,0,30.15,,,,,,,,,,537,1823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,4/3/2014 10:51,FM-15,CLR:00,10,,57,13.9,44,6.4,25,-3.9,29,5,VRB,,29.96,,,30.11,0,30.13,,,,,,,,,,537,1823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,4/3/2014 11:51,FM-15,CLR:00,10,,58,14.4,43,6.1,21,-6.1,24,3,VRB,,29.94,,,30.09,0,30.11,,,,,,,,,,537,1823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,4/3/2014 12:51,FM-15,CLR:00,10,,62,16.7,45,7.2,21,-6.1,21,6,50,,29.92,6,,30.06,0,30.09,,,,,,,,,,537,1823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,4/3/2014 13:51,FM-15,CLR:00,10,,62,16.7,44,6.7,17,-8.3,17,0,0,,29.9,,,30.04,0,30.07,,,,,,,,,,537,1823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,4/3/2014 14:51,FM-15,CLR:00,10,,67,19.4,47,8.1,18,-7.8,15,0,0,,29.88,,,30.03,0,30.05,,,,,,,,,,537,1823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,4/3/2014 15:51,FM-15,CLR:00,10,,63,17.2,46,7.6,22,-5.6,21,6,170,,29.87,6,,30.01,0,30.04,,,,,,,,,,537,1823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,4/3/2014 16:51,FM-15,CLR:00,10,,61,16.1,45,7.5,25,-3.9,25,5,180,,29.86,,,30.01,0,30.03,,,,,,,,,,537,1823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
